1.729693303777574132e-01 7.763003317062275310e-02 1.494852573601369340e-02 1.228647841551815025e-03 4.283202479990115232e-05 6.292637817739495306e-07 3.873397959064575665e-09 9.940639966408238480e-12 1.059073342981566628e-14 0.000000000000000000e+00
2.682431035765380778e-01 1.203896724521009293e-01 2.318236954820114201e-02 1.905403168877935031e-03 6.642446519102777457e-05 9.758705165980076250e-07 6.006916299307817986e-09 1.541607468967349586e-11 1.642424814943300597e-14 0.000000000000000000e+00
4.594043132424512899e-01 2.061843680486649677e-01 3.970309178362627089e-02 3.263272839365257208e-03 1.137613060940228604e-04 1.671316498033823417e-06 1.028769508104425427e-08 2.640221169258509262e-11 2.812885155670345839e-14 0.000000000000000000e+00
8.262992404846094541e-01 3.708497761284579863e-01 7.141124634671722204e-02 5.869426539838596205e-03 2.046147110778630306e-04 3.006083123572932856e-06 1.850377627455547234e-08 4.748785947332507080e-11 5.059344896647051437e-14 0.000000000000000000e+00
1.383167053861986684e+00 6.207765506018646517e-01 1.195374246793116380e-01 9.825008928008471809e-03 3.425106949540528264e-04 5.031972600214505993e-06 3.097402546320618891e-08 7.949135066783896833e-11 8.468988996120615342e-14 0.000000000000000000e+00
2.607877701712166818e+00 1.170436585761775117e+00 2.253805738582751461e-01 1.852445923356475441e-02 6.457831694838344445e-04 9.487479551429066495e-06 5.839964891603045826e-08 1.498761268979188528e-10 1.596776578603528762e-13 0.000000000000000000e+00
6.853920295613716185e+00 3.076094812503924913e+00 5.923362465924379983e-01 4.868524586978951324e-02 1.697221602449025838e-03 2.493461584071505840e-05 1.534836310381835683e-07 3.938984666724223945e-10 4.196584599218788402e-13 0.000000000000000000e+00
2.113920540052460595e+01 9.487446201354748254e+00 1.826913217958876734e+00 1.501574818538752576e-01 5.234656155447006687e-03 7.690459519603334989e-05 4.733819277430005955e-07 1.214881445188214166e-09 1.294331710865343059e-12 0.000000000000000000e+00
4.610272990197422160e+01 2.069127771802218518e+01 3.984335505809263545e+00 3.274801345417652776e-01 1.141632025857940505e-02 1.677220933032522274e-04 1.032403949992834937e-06 2.649548555360669452e-09 2.822822529937860448e-12 0.000000000000000000e+00
5.300473581056383665e+01 2.378895374219067094e+01 4.580827454580414404e+00 3.765069454997911902e-01 1.312544919837550089e-02 1.928316449814599753e-04 1.186964388779274776e-06 3.046210527939674301e-09 3.245425222272086684e-12 0.000000000000000000e+00
