0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.060921941542681860e-304 4.110872215398466563e-275 8.773054506847185785e-248 5.892958223925320670e-222 1.246385156839227990e-197 8.304466593826588904e-175 1.744049686849882918e-153 1.155304358480338937e-133 2.416022860581767349e-115 1.596795059057612619e-98 3.340070343396842461e-83 2.215299274997376163e-69 4.670708419466259904e-57 3.141648487198439380e-46 6.776918817758044230e-37 4.726415093041222562e-29 1.080245264177443818e-22 8.293863255878525269e-18 2.252508140927092540e-14 2.446426051048747330e-12 1.389298809466868794e-11 5.328784555947798210e-12 1.174836801512856887e-13 1.099255325884587418e-16
0.000000000000000000e+00 3.075856570125305603e-299 2.086226061750031576e-270 4.452236409777116132e-243 2.990616682636417123e-217 6.325278580629285411e-193 4.214432784380342102e-170 8.850875724290858630e-149 5.863052743130478232e-129 1.226107160093514128e-110 8.103573385232973455e-94 1.695051909512455784e-78 1.124241971025972061e-64 2.370337271741566642e-52 1.594354824822898821e-41 3.439217741435106181e-32 2.398607845025300332e-24 5.482135432883034614e-18 4.209051697640177199e-13 1.143125094062481485e-09 1.241536471682177832e-07 7.050550909880647452e-07 2.704304253590570811e-07 5.962177915524425993e-09 5.578609572897320972e-12
0.000000000000000000e+00 5.576257496914024335e-296 3.782144404937942146e-267 8.071513119040468375e-240 5.421725076168976784e-214 1.146717387536274060e-189 7.640396056628786366e-167 1.604585941724214047e-145 1.062919907619481862e-125 2.222824467791386279e-107 1.469106598795581967e-90 3.072980063466419076e-75 2.038151837172168129e-61 4.297213046323931697e-49 2.890425103371302149e-38 6.234999349600995116e-29 4.348465109813048071e-21 9.938629487351767546e-15 7.630640619535967495e-10 2.072385278815773634e-06 2.250796452978915286e-04 1.278202883400193692e-03 4.902665818194055320e-04 1.080890429842109660e-05 1.011355756196796262e-08
0.000000000000000000e+00 4.140923761824505204e-294 2.808617006249523243e-265 5.993898324639764950e-238 4.026168126276906497e-212 8.515512923809820137e-188 5.673751184939620199e-165 1.191564065621518602e-143 7.893233597647979290e-124 1.650667434589629331e-105 1.090957228387045042e-88 2.281992209194651198e-73 1.513529706514309305e-59 3.191106512386258015e-47 2.146427061330668153e-36 4.630104864420533935e-27 3.229166248268625606e-19 7.380417247037178185e-13 5.666506806198682401e-08 1.538951429243126873e-04 1.671439405430743402e-02 9.491923024059853442e-02 3.640715191903234893e-02 8.026684306862417496e-04 7.567213510212238329e-07
0.000000000000000000e+00 1.675469830327548668e-293 1.136401761920529975e-264 2.425206641466869842e-237 1.629038257017116405e-211 3.445483620138271859e-187 2.295671082570969533e-164 4.821218060705508774e-143 3.193701578982956347e-123 6.678808028430217710e-105 4.414150144930200385e-88 9.233227461940865301e-73 6.123931534184825480e-59 1.291161826294818569e-46 8.684713824998369238e-36 1.873398656383715636e-26 1.306561274072395098e-18 2.986209634342927310e-12 2.292739915827015849e-07 6.226791021383690575e-04 6.762854034738230435e-02 3.840551426042197458e-01 1.473079168797655492e-01 3.248908760859264052e-03 4.190910314259013264e-05
