7.291194878097156389e-07 4.420331125069632873e-06 1.061812049690190613e-05 1.014773047150970922e-05 3.857827671744358834e-06 5.810302292451278334e-07 3.459209598307256981e-08 8.807290060928670247e-10 2.388231726276087087e-11 1.440623292395409410e-12
3.262300053007816087e-05 1.980628982494126106e-04 4.764638673145623411e-04 4.560550332903727608e-04 1.737049888772621692e-04 2.628369680059420955e-05 1.623029648746678114e-06 6.274888481702433449e-08 5.425792154374649720e-09 4.307723071751282717e-10
5.766334524587170924e-04 3.506682176313514684e-03 8.450400913482578047e-03 8.105569842007472395e-03 3.100739915787344321e-03 4.796564433305808674e-04 3.616802957798654776e-05 3.787407604271028515e-06 6.006609491151546930e-07 5.004142818178300673e-08
4.067407771752057540e-03 2.478177302932751264e-02 5.986348666760443749e-02 5.769778064223003711e-02 2.249498062865159728e-02 3.928958990516477623e-03 5.843427886332827658e-04 1.469050976919115167e-04 2.684390094258899960e-05 2.252193779608850879e-06
1.160120167241892805e-02 7.064390437379085286e-02 1.715456805020658948e-01 1.688270429287163921e-01 7.295318402278185010e-02 2.061717277630926298e-02 7.498416606360336877e-03 2.529830641532425546e-03 4.714670639108867189e-04 3.972465679870581005e-05
1.677449336277920047e-02 8.630441214588492616e-02 2.076860977998180313e-01 2.271106870639569841e-01 1.492578110620643161e-01 9.271476155903986272e-02 5.029241380266055023e-02 1.765847034823760445e-02 3.286675870754925382e-03 2.867203591651618240e-04
1.039269747219687262e-01 1.516016157947655540e-01 1.865756214315843764e-01 2.315870363398455367e-01 2.834708806576115014e-01 2.589974673551180828e-01 1.474865524911118386e-01 5.044956062116004447e-02 9.560153772243333570e-03 1.047984718863337415e-03
1.143084870220855809e+00 1.213135256946514806e+00 7.241360275792464440e-01 4.203710363099466552e-01 4.224134605517954610e-01 3.728704164571937651e-01 1.984962281367103343e-01 6.471611665805533653e-02 1.467098760330840662e-02 3.272439519516250148e-03
5.492562021400501315e+00 5.474868755181624635e+00 2.822455081663661325e+00 1.008276698156330031e+00 4.911454491641916720e-01 3.256638111076732289e-01 1.558178243263031726e-01 5.169783320162579104e-02 1.972565691213241240e-02 8.243365366379217657e-03
1.079382445238733723e+01 1.034477343209248268e+01 4.959771469888446305e+00 1.479963897443213883e+00 4.544452472519060482e-01 2.136216339184889568e-01 9.647731184736749177e-02 3.715752485409104522e-02 2.075759778812985568e-02 1.017105429776594787e-02
